,price,with_pool,nb_bedrooms,nb_bathrooms,nb_garages,nb_garden,nb_parking
11059,650000.0,1,2.0,1.0,0.0,1.0,1.0
8108,1749995.0,0,3.0,2.0,4.0,0.0,0.0
1019,950000.0,0,3.0,1.0,4.0,1.0,0.0
14262,1950000.0,1,3.0,2.0,0.0,0.0,1.0
14180,725000.0,0,3.0,1.0,0.0,0.0,1.0
7099,2195000.0,0,2.0,1.0,0.0,0.0,1.0
18919,799000.0,0,2.0,1.0,0.0,0.0,1.0
7631,1700000.0,1,3.0,2.0,0.0,1.0,2.0
9153,1150000.0,0,3.0,2.0,4.0,1.0,0.0
13331,2499999.0,0,4.0,3.0,0.0,1.0,0.0
7350,1950000.0,0,4.0,5.0,1.0,0.0,1.0
14393,5300000.0,1,5.0,5.0,4.0,1.0,4.0
17722,773100.0,0,2.0,1.0,0.0,0.0,0.0
10335,7983000.0,0,5.0,5.0,1.0,0.0,0.0
5709,430000.0,0,2.0,1.0,0.0,1.0,1.0
18375,1750000.0,0,3.0,2.0,0.0,0.0,1.0
13723,4900000.0,1,3.0,2.0,0.0,0.0,1.0
9544,1240000.0,0,3.0,2.0,0.0,0.0,1.0
10958,1690000.0,1,5.0,2.0,0.0,0.0,6.0
1932,595000.0,1,3.0,2.0,0.0,1.0,2.0
5968,1200000.0,0,5.0,1.0,0.0,1.0,0.0
5137,1750000.0,0,4.0,3.0,0.0,0.0,0.0
4867,753000.0,0,3.0,1.0,0.0,1.0,2.0
17459,1895000.0,1,4.0,2.0,4.0,1.0,1.0
2293,1899000.0,0,3.0,3.0,4.0,0.0,0.0
20913,2576000.0,0,2.0,1.0,0.0,0.0,1.0
6361,1680000.0,0,3.0,2.0,0.0,0.0,1.0
11851,795000.0,1,2.0,1.0,0.0,1.0,1.0
6163,2685000.0,0,3.0,2.0,4.0,0.0,0.0
1265,1995000.0,0,3.0,2.0,1.0,0.0,0.0
11159,1870000.0,0,4.0,2.0,4.0,1.0,1.0
1456,3200000.0,1,2.0,2.0,0.0,0.0,0.0
5977,380000.0,0,3.0,1.0,0.0,0.0,1.0
12695,400000.0,0,2.0,1.0,0.0,0.0,0.0
11138,810000.0,1,2.0,1.0,0.0,1.0,2.0
20049,4875000.0,1,4.0,1.0,4.0,0.0,0.0
17080,500000.0,0,2.0,1.0,0.0,1.0,1.0
17579,3100000.0,1,2.0,1.0,4.0,0.0,0.0
18099,1299000.0,1,1.0,1.0,0.0,0.0,1.0
1343,579000.0,0,2.0,1.0,0.0,0.0,1.0
434,3973000.0,0,4.0,3.0,2.0,1.0,0.0
1796,1050000.0,1,4.0,1.0,0.0,0.0,1.0
12406,4495000.0,1,4.0,3.0,4.0,1.0,1.0
6218,550000.0,0,3.0,2.0,0.0,0.0,1.0
855,2290000.0,0,5.0,4.0,4.0,0.0,5.0
19978,3400000.0,0,5.0,5.0,2.0,1.0,0.0
5848,950000.0,1,1.0,1.0,0.0,0.0,1.0
20619,739000.0,0,3.0,1.0,0.0,0.0,2.0
9675,0.0,0,0.0,0.0,0.0,0.0,0.0
20151,2395000.0,0,2.0,1.0,0.0,0.0,1.0
8688,1450000.0,0,2.0,1.0,0.0,0.0,2.0
17941,6900000.0,0,3.0,2.0,0.0,0.0,1.0
20686,1895000.0,0,4.0,2.0,1.0,1.0,1.0
16120,2999000.0,0,4.0,3.0,8.0,1.0,0.0
845,675000.0,0,2.0,1.0,0.0,0.0,0.0
1272,4100000.0,0,0.0,0.0,0.0,0.0,0.0
7051,4500000.0,1,4.0,4.0,6.0,0.0,1.0
12380,1695000.0,0,4.0,2.0,0.0,0.0,0.0
17089,1389313.0,0,3.0,2.0,0.0,0.0,1.0
13039,498000.0,0,2.0,2.0,0.0,0.0,1.0
19268,3500000.0,0,4.0,2.0,6.0,0.0,2.0
12575,3090000.0,1,1.0,1.0,0.0,1.0,1.0
8874,599000.0,0,0.0,1.0,0.0,0.0,0.0
10837,1190000.0,1,3.0,2.0,0.0,1.0,1.0
16405,15000000.0,0,4.0,4.0,0.0,0.0,2.0
5881,590000.0,0,1.0,1.0,0.0,0.0,0.0
9902,4299000.0,0,4.0,4.0,0.0,1.0,0.0
123,5450000.0,0,3.0,3.0,4.0,0.0,0.0
14333,3699000.0,0,6.0,4.0,10.0,0.0,6.0
17387,1980000.0,1,1.0,1.0,0.0,1.0,1.0
2393,449000.0,0,2.0,1.0,0.0,0.0,1.0
9918,3530000.0,0,4.0,3.0,4.0,1.0,1.0
12496,480000.0,0,2.0,1.0,0.0,0.0,0.0
6034,5999000.0,0,4.0,3.0,4.0,0.0,0.0
20652,1060000.0,1,3.0,2.0,0.0,0.0,1.0
2213,2300000.0,0,3.0,3.0,0.0,0.0,0.0
9050,1200000.0,0,5.0,3.0,0.0,1.0,0.0
17655,7500000.0,1,4.0,4.0,4.0,1.0,4.0
16084,599000.0,0,3.0,2.0,0.0,0.0,1.0
4064,920000.0,0,3.0,2.0,0.0,0.0,1.0
6369,1900000.0,0,3.0,3.0,4.0,1.0,1.0
4203,3295000.0,1,5.0,3.0,4.0,1.0,3.0
2700,1176730.0,0,3.0,2.0,0.0,0.0,0.0
20748,645000.0,0,2.0,1.0,0.0,1.0,0.0
6997,4250000.0,1,4.0,4.0,10.0,1.0,0.0
16096,7950000.0,1,4.0,4.0,10.0,1.0,1.0
18974,710000.0,0,2.0,1.0,2.0,0.0,1.0
7399,515000.0,0,5.0,1.0,0.0,0.0,1.0
1674,4850000.0,1,5.0,1.0,8.0,1.0,1.0
6124,1295000.0,0,3.0,1.0,0.0,1.0,3.0
17292,2599000.0,1,4.0,2.0,4.0,1.0,0.0
16661,900000.0,1,3.0,2.0,0.0,0.0,1.0
7095,1750000.0,1,2.0,2.0,4.0,0.0,0.0
14221,5400000.0,0,4.0,4.0,4.0,1.0,2.0
12386,1799999.0,1,2.0,2.0,0.0,0.0,1.0
12329,1190000.0,0,3.0,2.0,0.0,0.0,0.0
19296,1290000.0,0,3.0,2.0,0.0,0.0,1.0
16715,1545000.0,1,4.0,2.0,6.0,1.0,3.0
11115,609000.0,0,3.0,1.0,0.0,0.0,2.0
6744,560000.0,0,2.0,1.0,0.0,0.0,1.0
3372,5900000.0,1,5.0,6.0,4.0,0.0,0.0
15179,1350000.0,0,2.0,2.0,0.0,0.0,1.0
15428,12499000.0,1,4.0,4.0,6.0,1.0,0.0
19529,24900000.0,0,5.0,6.0,4.0,1.0,2.0
6277,1059000.0,0,3.0,2.0,1.0,0.0,0.0
4206,3750000.0,1,5.0,4.0,6.0,1.0,0.0
4893,2490000.0,0,3.0,1.0,0.0,0.0,6.0
3697,1450000.0,0,2.0,1.0,0.0,1.0,2.0
10364,1399000.0,1,2.0,2.0,0.0,0.0,2.0
14340,2280000.0,1,4.0,2.0,0.0,1.0,0.0
17142,1350000.0,0,0.0,0.0,0.0,0.0,0.0
8848,2350000.0,0,3.0,2.0,4.0,0.0,1.0
17929,1700000.0,1,2.0,2.0,0.0,0.0,1.0
17530,1990000.0,0,1.0,1.0,0.0,0.0,1.0
683,669000.0,0,2.0,2.0,1.0,1.0,1.0
13878,1495000.0,1,2.0,1.0,0.0,0.0,1.0
2366,1630000.0,0,3.0,1.0,0.0,1.0,1.0
4170,1550000.0,0,3.0,2.0,0.0,0.0,1.0
11307,4900000.0,0,2.0,1.0,0.0,0.0,1.0
14996,900000.0,0,2.0,1.0,0.0,0.0,1.0
18303,990000.0,0,2.0,1.0,0.0,0.0,1.0
3409,9999000.0,1,3.0,3.0,0.0,0.0,2.0
9145,335000.0,0,1.0,1.0,0.0,0.0,15.0
8803,4850000.0,1,4.0,3.0,4.0,0.0,2.0
18660,4900000.0,0,1.0,1.0,0.0,0.0,1.0
905,449000.0,0,2.0,1.0,0.0,0.0,2.0
8753,6250000.0,1,3.0,1.0,4.0,1.0,3.0
18136,5999995.0,1,4.0,3.0,4.0,1.0,4.0
8628,729000.0,0,3.0,1.0,0.0,1.0,2.0
20072,1248000.0,1,3.0,1.0,4.0,1.0,0.0
2766,639000.0,0,3.0,1.0,0.0,0.0,0.0
780,1950000.0,0,2.0,1.0,1.0,1.0,1.0
7647,1700000.0,0,2.0,2.0,0.0,0.0,1.0
11985,593000.0,0,2.0,1.0,0.0,1.0,1.0
18602,665000.0,0,2.0,1.0,0.0,0.0,0.0
19453,7200000.0,1,4.0,2.0,4.0,0.0,0.0
6978,630000.0,0,2.0,1.0,0.0,0.0,1.0
2602,815000.0,0,4.0,2.0,0.0,1.0,1.0
2281,1525000.0,0,2.0,2.0,1.0,0.0,1.0
12935,1350000.0,0,2.0,1.0,0.0,1.0,1.0
4052,950000.0,0,3.0,2.0,0.0,1.0,1.0
8854,1895000.0,1,5.0,2.0,6.0,1.0,0.0
4987,1200000.0,0,0.0,0.0,0.0,0.0,2.0
12740,1300000.0,0,2.0,2.0,0.0,0.0,0.0
11014,2650000.0,1,1.0,1.0,0.0,0.0,0.0
981,4400000.0,0,5.0,4.0,4.0,1.0,2.0
17073,910000.0,0,2.0,2.0,0.0,0.0,1.0
8093,560000.0,0,2.0,2.0,0.0,1.0,1.0
17609,1200000.0,0,2.0,1.0,1.0,1.0,1.0
7061,2850000.0,1,2.0,2.0,0.0,0.0,1.0
2824,15500000.0,1,5.0,1.0,8.0,1.0,0.0
1240,1235000.0,0,2.0,1.0,0.0,0.0,0.0
15804,601000.0,1,4.0,1.0,0.0,0.0,2.0
18239,5295000.0,0,4.0,4.0,4.0,0.0,0.0
5860,1570000.0,0,0.0,0.0,0.0,0.0,0.0
8981,1430000.0,1,3.0,2.0,4.0,1.0,0.0
14357,1190000.0,0,3.0,2.0,1.0,0.0,2.0
14352,970000.0,0,1.0,1.0,0.0,0.0,1.0
3013,780820.0,0,3.0,2.0,0.0,0.0,1.0
4360,753000.0,0,3.0,2.0,0.0,0.0,2.0
19950,1350000.0,0,4.0,1.0,1.0,1.0,0.0
14328,4450000.0,1,5.0,5.0,4.0,1.0,0.0
20089,1118798.0,0,3.0,2.0,0.0,0.0,0.0
7479,1680000.0,0,4.0,2.0,1.0,0.0,2.0
3989,2495000.0,0,3.0,0.0,4.0,1.0,2.0
19837,1599000.0,1,4.0,2.0,0.0,0.0,0.0
14266,400000.0,0,3.0,2.0,0.0,0.0,1.0
1743,1200000.0,1,4.0,2.0,4.0,1.0,0.0
9568,539000.0,0,2.0,1.0,0.0,0.0,0.0
12295,3200000.0,0,5.0,3.0,6.0,1.0,0.0
8398,4800000.0,0,5.0,2.0,10.0,1.0,1.0
15672,1295000.0,0,3.0,2.0,4.0,1.0,1.0
1375,930000.0,0,2.0,1.0,0.0,0.0,0.0
8659,550000.0,0,3.0,1.0,1.0,0.0,0.0
15521,3500000.0,0,8.0,8.0,0.0,1.0,1.0
20912,850000.0,0,3.0,1.0,0.0,0.0,1.0
17363,3950000.0,1,4.0,4.0,6.0,1.0,0.0
1142,499000.0,0,3.0,1.0,8.0,0.0,0.0
20145,1320000.0,0,3.0,2.0,4.0,1.0,0.0
4160,580000.0,0,3.0,1.0,0.0,1.0,1.0
2217,1000000.0,0,2.0,2.0,4.0,0.0,0.0
15289,1390000.0,1,2.0,2.0,0.0,0.0,1.0
1268,349000.0,0,1.0,1.0,0.0,0.0,1.0
18171,14000000.0,0,3.0,2.0,0.0,0.0,1.0
16766,1100000.0,0,4.0,3.0,4.0,1.0,0.0
7229,1850000.0,0,5.0,2.0,4.0,0.0,5.0
3335,990000.0,0,3.0,1.0,0.0,0.0,1.0
5900,1325000.0,1,2.0,2.0,0.0,1.0,2.0
6581,680000.0,0,2.0,1.0,0.0,0.0,2.0
7344,1795000.0,1,3.0,1.0,6.0,0.0,0.0
11929,698000.0,0,2.0,1.0,0.0,1.0,1.0
10298,1550000.0,0,2.0,2.0,0.0,1.0,1.0
8969,1550000.0,0,3.0,3.0,4.0,1.0,0.0
20373,960000.0,0,4.0,2.0,1.0,1.0,1.0
19642,1560000.0,1,2.0,2.0,0.0,0.0,2.0
5328,2590000.0,1,4.0,2.0,4.0,1.0,1.0
12987,879000.0,0,2.0,1.0,0.0,0.0,0.0
10559,4000000.0,0,4.0,3.0,1.0,1.0,1.0
9078,3550000.0,1,5.0,5.0,4.0,0.0,0.0
1651,1239000.0,0,3.0,1.0,4.0,1.0,0.0
3110,1020000.0,0,3.0,2.0,1.0,1.0,0.0
18732,3169000.0,0,6.0,3.0,6.0,0.0,2.0
14100,1695000.0,0,3.0,2.0,4.0,1.0,0.0
12224,1825000.0,1,3.0,1.0,4.0,1.0,1.0
6447,995000.0,0,2.0,1.0,0.0,0.0,0.0
6348,9500000.0,0,9.0,9.0,4.0,1.0,0.0
1007,1250000.0,0,2.0,1.0,1.0,0.0,0.0
15825,6575000.0,0,3.0,2.0,0.0,0.0,2.0
18387,2900000.0,1,5.0,3.0,4.0,0.0,0.0
1157,2947000.0,0,3.0,2.0,4.0,1.0,0.0
2311,939000.0,0,2.0,2.0,0.0,0.0,1.0
16857,940000.0,0,2.0,1.0,0.0,0.0,1.0
14241,2695000.0,1,3.0,1.0,0.0,0.0,1.0
17319,2705000.0,0,4.0,4.0,4.0,1.0,1.0
11245,6990000.0,1,7.0,5.0,8.0,0.0,1.0
1107,1250000.0,0,2.0,2.0,4.0,0.0,0.0
15543,975000.0,0,3.0,2.0,0.0,1.0,1.0
10175,2100000.0,1,2.0,2.0,0.0,0.0,1.0
17041,933000.0,0,3.0,2.0,2.0,1.0,1.0
20602,895000.0,1,3.0,2.0,0.0,0.0,1.0
12305,560000.0,0,3.0,1.0,0.0,0.0,0.0
12534,767000.0,0,4.0,1.0,1.0,1.0,1.0
4100,190000.0,0,2.0,1.0,0.0,0.0,0.0
18851,1125000.0,0,1.0,1.0,0.0,0.0,1.0
15106,785000.0,0,3.0,1.0,1.0,0.0,0.0
1061,350000.0,0,3.0,2.0,0.0,0.0,1.0
4023,590000.0,0,3.0,1.0,0.0,0.0,1.0
12434,980000.0,0,1.0,1.0,0.0,0.0,1.0
13310,850000.0,0,2.0,2.0,1.0,1.0,0.0
190,1250000.0,0,2.0,2.0,4.0,1.0,2.0
6892,2226000.0,0,3.0,1.0,4.0,0.0,1.0
14799,1499000.0,1,2.0,2.0,0.0,1.0,1.0
11732,4790000.0,1,5.0,4.0,4.0,1.0,10.0
8057,1345738.0,0,3.0,1.0,0.0,0.0,1.0
7409,5750000.0,1,2.0,1.0,6.0,1.0,0.0
7270,1750000.0,0,3.0,1.0,4.0,0.0,4.0
10127,850000.0,1,2.0,2.0,0.0,1.0,1.0
2003,9500000.0,1,5.0,0.0,1.0,1.0,1.0
1370,1080000.0,0,3.0,1.0,4.0,0.0,0.0
4211,920000.0,1,2.0,2.0,0.0,0.0,0.0
17970,950000.0,0,2.0,1.0,0.0,1.0,1.0
17243,1280000.0,0,3.0,2.0,0.0,0.0,1.0
13423,2077163.0,0,3.0,1.0,0.0,1.0,2.0
8687,1200000.0,1,3.0,1.0,1.0,1.0,0.0
8303,3850000.0,0,2.0,1.0,4.0,1.0,0.0
17153,3950000.0,1,5.0,5.0,8.0,1.0,0.0
9248,535000.0,0,2.0,1.0,1.0,1.0,0.0
11695,605000.0,0,2.0,2.0,0.0,1.0,1.0
789,700000.0,0,3.0,1.0,1.0,0.0,0.0
3221,3650000.0,0,3.0,2.0,4.0,0.0,0.0
12649,485000.0,0,3.0,1.0,0.0,1.0,1.0
12521,2950000.0,0,3.0,2.0,0.0,0.0,1.0
20568,2200000.0,0,3.0,3.0,4.0,1.0,0.0
12233,4450000.0,0,3.0,3.0,4.0,1.0,4.0
12979,750000.0,0,2.0,2.0,0.0,1.0,1.0
2929,3199000.0,0,4.0,1.0,4.0,0.0,0.0
1915,1900000.0,0,1.0,1.0,4.0,0.0,0.0
18990,4750000.0,0,4.0,4.0,4.0,0.0,0.0
18209,3600000.0,1,3.0,2.0,4.0,1.0,2.0
14866,599000.0,0,3.0,1.0,6.0,0.0,0.0
12654,620000.0,0,2.0,1.0,0.0,0.0,0.0
18841,2050000.0,0,4.0,3.0,4.0,1.0,2.0
18100,1099000.0,0,6.0,4.0,4.0,0.0,0.0
9126,450000.0,0,3.0,2.0,0.0,0.0,1.0
5142,3120000.0,0,0.0,0.0,0.0,0.0,0.0
10694,9300000.0,1,2.0,2.0,4.0,0.0,0.0
9753,1080000.0,0,3.0,2.0,0.0,0.0,1.0
12301,1595000.0,0,10.0,10.0,0.0,1.0,1.0
13715,649000.0,0,3.0,2.0,0.0,0.0,0.0
12595,3362500.0,0,3.0,2.0,0.0,0.0,1.0
5100,3500000.0,0,3.0,2.0,2.0,1.0,1.0
2458,8900000.0,0,7.0,1.0,12.0,1.0,0.0
1021,1499000.0,0,3.0,1.0,4.0,1.0,0.0
15734,1250000.0,1,2.0,2.0,4.0,1.0,0.0
17175,0.0,1,4.0,3.0,6.0,1.0,1.0
11032,1495000.0,1,4.0,3.0,4.0,1.0,0.0
19135,1195000.0,1,3.0,2.0,2.0,1.0,1.0
9479,465000.0,0,3.0,1.0,0.0,0.0,1.0
1284,2199000.0,0,2.0,2.0,0.0,0.0,1.0
11327,1560000.0,0,3.0,1.0,0.0,1.0,0.0
4059,5200000.0,0,6.0,4.0,6.0,0.0,4.0
14566,2490000.0,1,3.0,2.0,0.0,1.0,2.0
5036,760000.0,0,0.0,2.0,0.0,0.0,3.0
14252,1249000.0,1,2.0,2.0,0.0,0.0,0.0
10113,5700000.0,0,7.0,7.0,0.0,0.0,10.0
3768,2875000.0,0,5.0,3.0,6.0,1.0,1.0
7836,1695000.0,0,3.0,2.0,4.0,1.0,0.0
3393,510000.0,0,2.0,1.0,0.0,1.0,1.0
16228,3595000.0,1,3.0,2.0,8.0,0.0,0.0
11828,4250000.0,0,3.0,3.0,0.0,1.0,2.0
5231,760000.0,1,2.0,2.0,0.0,0.0,2.0
7295,10995000.0,1,4.0,4.0,6.0,0.0,0.0
13440,850000.0,0,3.0,2.0,0.0,0.0,0.0
4725,905000.0,0,2.0,1.0,4.0,1.0,0.0
9734,1079000.0,0,3.0,2.0,0.0,0.0,0.0
9536,7950000.0,0,4.0,4.0,0.0,0.0,1.0
5992,4500000.0,0,2.0,2.0,1.0,0.0,0.0
11552,2695000.0,0,2.0,2.0,0.0,1.0,3.0
13987,3560000.0,1,8.0,8.0,0.0,1.0,10.0
1664,900000.0,0,2.0,1.0,1.0,1.0,0.0
16182,460000.0,0,3.0,1.0,0.0,1.0,1.0
16166,1300000.0,1,3.0,2.0,4.0,1.0,1.0
14147,655000.0,0,2.0,1.0,0.0,1.0,2.0
6063,2699000.0,0,4.0,4.0,12.0,1.0,1.0
19708,630000.0,0,2.0,1.0,0.0,0.0,0.0
5334,1145000.0,0,3.0,2.0,6.0,0.0,2.0
814,1399000.0,0,2.0,2.0,0.0,1.0,1.0
3062,1250000.0,0,3.0,1.0,4.0,0.0,0.0
15472,420000.0,0,2.0,1.0,0.0,0.0,1.0
10462,3850000.0,1,2.0,2.0,0.0,0.0,2.0
20472,1650000.0,1,3.0,2.0,4.0,1.0,0.0
12058,1100000.0,0,2.0,1.0,1.0,1.0,0.0
7809,755000.0,0,4.0,2.0,0.0,0.0,0.0
14846,2595000.0,1,3.0,2.0,0.0,1.0,2.0
5862,2200000.0,1,3.0,1.0,0.0,0.0,0.0
19078,800000.0,0,5.0,2.0,1.0,0.0,1.0
19186,1550000.0,0,3.0,2.0,4.0,1.0,2.0
18083,750000.0,0,2.0,1.0,0.0,1.0,1.0
14220,1270000.0,0,4.0,3.0,0.0,1.0,0.0
17768,810000.0,0,3.0,2.0,4.0,0.0,0.0
18480,995000.0,0,2.0,1.0,4.0,1.0,2.0
8728,3065000.0,0,3.0,2.0,4.0,0.0,0.0
9799,680000.0,0,2.0,1.0,0.0,0.0,0.0
13106,1295000.0,0,3.0,2.0,0.0,1.0,0.0
16616,500000.0,0,2.0,1.0,0.0,0.0,1.0
17785,2500000.0,0,0.0,2.0,0.0,0.0,0.0
7115,1300000.0,0,2.0,1.0,0.0,0.0,1.0
20914,490000.0,0,0.0,0.0,0.0,0.0,0.0
18684,773100.0,0,2.0,1.0,0.0,0.0,0.0
3484,3580000.0,0,5.0,1.0,4.0,1.0,4.0
8126,1200000.0,0,3.0,2.0,0.0,1.0,0.0
14957,765000.0,0,2.0,1.0,0.0,0.0,1.0
7949,920000.0,1,2.0,1.0,0.0,1.0,1.0
9841,790000.0,0,5.0,1.0,0.0,0.0,0.0
12335,675000.0,0,2.0,1.0,0.0,0.0,1.0
16629,2400000.0,1,3.0,2.0,0.0,0.0,1.0
11955,779900.0,0,2.0,1.0,0.0,0.0,0.0
14374,1295000.0,0,2.0,1.0,0.0,0.0,2.0
885,1300000.0,0,2.0,2.0,0.0,0.0,1.0
8193,2700000.0,1,4.0,3.0,2.0,1.0,0.0
3234,4400000.0,0,3.0,3.0,4.0,0.0,2.0
12300,1970000.0,0,4.0,3.0,4.0,1.0,0.0
4027,4200000.0,1,5.0,1.0,4.0,1.0,0.0
7758,855000.0,0,3.0,2.0,0.0,0.0,0.0
12306,689000.0,1,2.0,1.0,0.0,1.0,1.0
14113,3480000.0,1,4.0,3.0,4.0,1.0,0.0
10306,925000.0,0,4.0,2.0,1.0,1.0,1.0
10348,1599000.0,0,0.0,3.0,8.0,1.0,0.0
12178,2460000.0,0,3.0,0.0,1.0,1.0,1.0
15862,2550000.0,1,3.0,2.0,0.0,1.0,2.0
7455,800000.0,0,2.0,2.0,0.0,0.0,1.0
16965,1550000.0,0,4.0,1.0,4.0,0.0,2.0
18168,980000.0,0,3.0,2.0,4.0,1.0,0.0
13684,1195000.0,0,1.0,1.0,0.0,1.0,0.0
6303,3350000.0,0,2.0,1.0,0.0,0.0,1.0
17886,1340000.0,0,2.0,2.0,0.0,1.0,1.0
19892,1769000.0,0,3.0,2.0,0.0,0.0,1.0
1766,3500000.0,1,3.0,2.0,4.0,0.0,2.0
8256,1080000.0,0,3.0,1.0,1.0,0.0,1.0
2800,8995000.0,1,5.0,4.0,6.0,1.0,1.0
14223,580000.0,0,1.0,1.0,0.0,0.0,0.0
16880,3635482.0,1,2.0,1.0,0.0,1.0,2.0
1083,695000.0,0,2.0,1.0,0.0,0.0,1.0
418,9500000.0,1,5.0,5.0,6.0,1.0,0.0
20070,3500000.0,0,1.0,1.0,0.0,0.0,0.0
11679,1650000.0,0,2.0,2.0,4.0,1.0,0.0
355,17000000.0,1,4.0,4.0,8.0,1.0,4.0
4879,1980000.0,1,3.0,1.0,4.0,1.0,0.0
10659,1770000.0,1,3.0,2.0,0.0,1.0,1.0
7091,800500.0,0,3.0,1.0,0.0,0.0,0.0
19423,880000.0,0,3.0,1.0,8.0,0.0,0.0
4698,315000.0,0,2.0,1.0,0.0,0.0,0.0
16657,4120000.0,1,5.0,1.0,10.0,1.0,1.0
15563,2799000.0,0,3.0,2.0,4.0,1.0,0.0
2319,3900000.0,1,2.0,2.0,0.0,0.0,1.0
12375,860000.0,0,2.0,1.0,4.0,1.0,0.0
13944,4595000.0,0,4.0,4.0,1.0,0.0,0.0
4038,1820000.0,0,3.0,3.0,1.0,1.0,1.0
10457,675000.0,1,2.0,1.0,0.0,0.0,1.0
5635,1698000.0,0,0.0,1.0,0.0,0.0,1.0
480,1420000.0,0,3.0,2.0,1.0,1.0,1.0
6302,3675000.0,0,3.0,2.0,4.0,0.0,0.0
2951,28500000.0,0,4.0,1.0,4.0,1.0,1.0
10397,1399800.0,0,2.0,1.0,0.0,0.0,1.0
7972,3950000.0,0,4.0,3.0,4.0,1.0,1.0
19407,680000.0,0,7.0,5.0,0.0,0.0,0.0
1044,970000.0,1,2.0,1.0,1.0,0.0,0.0
10470,480000.0,0,3.0,1.0,0.0,0.0,0.0
18493,1400000.0,0,3.0,2.0,0.0,0.0,1.0
10003,1680000.0,0,5.0,5.0,6.0,1.0,2.0
17338,3890000.0,1,1.0,1.0,6.0,1.0,2.0
6759,1615000.0,0,5.0,3.0,4.0,1.0,0.0
6386,3400000.0,0,2.0,3.0,4.0,0.0,0.0
7058,15999000.0,1,14.0,15.0,4.0,0.0,14.0
19444,2150000.0,0,2.0,1.0,0.0,0.0,0.0
8962,3300000.0,1,6.0,3.0,4.0,1.0,0.0
6375,1100000.0,0,4.0,2.0,0.0,1.0,2.0
5585,6800000.0,1,3.0,2.0,4.0,1.0,2.0
11155,1179000.0,0,2.0,2.0,0.0,1.0,1.0
18776,4995000.0,0,2.0,2.0,0.0,0.0,2.0
5101,1950000.0,0,2.0,2.0,1.0,1.0,1.0
626,645000.0,0,2.0,1.0,0.0,0.0,0.0
12442,2950000.0,0,5.0,3.0,4.0,1.0,4.0
6282,950000.0,0,2.0,1.0,0.0,0.0,1.0
19960,699000.0,1,2.0,1.0,0.0,1.0,1.0
14105,18500000.0,1,6.0,6.0,4.0,0.0,0.0
17024,1520000.0,0,2.0,2.0,0.0,0.0,1.0
14344,7000000.0,1,4.0,3.0,4.0,1.0,0.0
5018,2750000.0,0,3.0,2.0,4.0,0.0,0.0
9745,1350000.0,0,3.0,1.0,4.0,1.0,2.0
16412,1750000.0,1,3.0,2.0,0.0,0.0,1.0
18716,2695000.0,1,3.0,1.0,0.0,1.0,1.0
19727,2580000.0,0,3.0,2.0,4.0,1.0,0.0
19379,1349000.0,0,3.0,2.0,4.0,0.0,0.0
15377,260000.0,0,3.0,1.0,0.0,0.0,0.0
5450,6495000.0,1,7.0,6.0,8.0,1.0,0.0
12114,950000.0,0,1.0,1.0,4.0,0.0,0.0
20396,660000.0,0,4.0,1.0,1.0,0.0,0.0
1635,1950000.0,0,3.0,2.0,1.0,1.0,0.0
4367,2519766.0,0,2.0,2.0,4.0,0.0,0.0
14857,668580.0,0,3.0,1.0,0.0,0.0,2.0
19600,540000.0,0,3.0,1.0,0.0,1.0,1.0
13914,1500000.0,0,3.0,1.0,8.0,1.0,0.0
11964,1550000.0,0,2.0,1.0,0.0,0.0,1.0
1997,1750000.0,0,3.0,2.0,0.0,0.0,0.0
18514,2490000.0,1,3.0,1.0,4.0,0.0,0.0
17908,940000.0,1,3.0,1.0,0.0,1.0,2.0
15435,2650000.0,0,2.0,1.0,0.0,1.0,1.0
16315,1650000.0,1,3.0,1.0,0.0,1.0,2.0
10347,8200000.0,1,7.0,1.0,4.0,1.0,0.0
19749,1930000.0,1,3.0,2.0,1.0,1.0,0.0
12992,1050000.0,0,3.0,1.0,4.0,1.0,0.0
18386,1650000.0,0,2.0,2.0,0.0,0.0,1.0
11336,1200000.0,0,3.0,2.0,0.0,0.0,0.0
8246,843000.0,0,2.0,1.0,0.0,0.0,1.0
7322,795000.0,0,3.0,2.0,0.0,0.0,1.0
1745,1150000.0,0,2.0,2.0,4.0,0.0,1.0
3423,1500000.0,0,1.0,1.0,4.0,0.0,1.0
2950,1680000.0,0,3.0,2.0,4.0,1.0,0.0
5763,895000.0,0,2.0,1.0,0.0,1.0,2.0
12073,760000.0,0,3.0,2.0,0.0,0.0,1.0
11802,850000.0,0,2.0,1.0,4.0,1.0,0.0
2739,1399000.0,0,3.0,2.0,0.0,0.0,1.0
8387,600000.0,0,1.0,1.0,0.0,0.0,1.0
17500,185000.0,0,2.0,1.0,0.0,0.0,0.0
12948,795000.0,1,2.0,2.0,0.0,0.0,0.0
15332,349000.0,0,1.0,1.0,0.0,0.0,1.0
15406,1750000.0,0,3.0,2.0,6.0,1.0,0.0
6524,3895000.0,1,4.0,1.0,4.0,0.0,0.0
5317,2995000.0,1,3.0,2.0,0.0,1.0,2.0
18092,1670000.0,1,2.0,2.0,0.0,0.0,1.0
17375,1459999.0,0,3.0,2.0,4.0,0.0,1.0
13415,1599000.0,0,3.0,0.0,4.0,1.0,0.0
2275,3305000.0,0,4.0,3.0,4.0,1.0,2.0
7558,2800000.0,1,0.0,6.0,0.0,1.0,1.0
